Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas7178             Pavarde7178          7          9          10          1          5
Vardas7179             Pavarde7179          10          9          1          6          1
Vardas7180             Pavarde7180          3          9          9          2          1
Vardas7181             Pavarde7181          10          5          6          5          6
Vardas7182             Pavarde7182          3          2          6          7          2
Vardas7183             Pavarde7183          5          3          3          3          8
Vardas7184             Pavarde7184          5          9          4          9          8
Vardas7185             Pavarde7185          3          3          3          7          10
Vardas7186             Pavarde7186          4          1          9          4          5
Vardas7187             Pavarde7187          1          5          8          7          4
Vardas7188             Pavarde7188          7          4          8          1          1
Vardas7189             Pavarde7189          7          3          7          7          5
Vardas7190             Pavarde7190          5          4          2          9          9
Vardas7191             Pavarde7191          10          6          3          5          5
Vardas7192             Pavarde7192          9          3          7          6          8
Vardas7193             Pavarde7193          3          1          5          5          5
Vardas7194             Pavarde7194          6          8          10          5          5
Vardas7195             Pavarde7195          4          6          1          3          2
Vardas7196             Pavarde7196          8          1          10          10          6
Vardas7197             Pavarde7197          5          9          6          6          5
Vardas7198             Pavarde7198          1          6          5          9          3
Vardas7199             Pavarde7199          3          3          7          9          5
Vardas7200             Pavarde7200          1          1          3          2          3
Vardas7201             Pavarde7201          1          10          10          3          10
Vardas7202             Pavarde7202          10          1          4          2          8
Vardas7203             Pavarde7203          10          5          3          6          4
Vardas7204             Pavarde7204          9          2          8          4          8
Vardas7205             Pavarde7205          9          4          9          1          10
Vardas7206             Pavarde7206          2          7          5          6          5
Vardas7207             Pavarde7207          3          3          9          4          10
Vardas7208             Pavarde7208          9          8          3          7          9
Vardas7209             Pavarde7209          7          9          10          3          8
Vardas7210             Pavarde7210          3          2          8          10          2
Vardas7211             Pavarde7211          5          5          10          8          3
Vardas7212             Pavarde7212          8          8          4          1          10
Vardas7213             Pavarde7213          2          5          1          2          9
Vardas7214             Pavarde7214          6          7          9          4          7
Vardas7215             Pavarde7215          1          3          3          4          3
Vardas7216             Pavarde7216          9          8          2          2          1
Vardas7217             Pavarde7217          1          5          6          4          4
Vardas7218             Pavarde7218          1          9          9          7          8
Vardas7219             Pavarde7219          10          2          6          3          1
Vardas7220             Pavarde7220          7          8          3          10          8
Vardas7221             Pavarde7221          6          4          3          4          10
Vardas7222             Pavarde7222          2          4          10          5          2
Vardas7223             Pavarde7223          8          5          1          3          6
Vardas7224             Pavarde7224          1          7          10          8          5
Vardas7225             Pavarde7225          9          7          1          5          5
Vardas7226             Pavarde7226          9          4          8          5          2
Vardas7227             Pavarde7227          4          4          4          3          4
Vardas7228             Pavarde7228          4          8          1          10          10
Vardas7229             Pavarde7229          4          5          8          9          8
Vardas7230             Pavarde7230          8          4          1          10          10
Vardas7231             Pavarde7231          8          6          6          7          9
Vardas7232             Pavarde7232          10          6          5          2          10
Vardas7233             Pavarde7233          9          4          7          6          5
Vardas7234             Pavarde7234          7          6          2          10          6
Vardas7235             Pavarde7235          5          2          10          9          1
Vardas7236             Pavarde7236          2          9          4          7          7
Vardas7237             Pavarde7237          8          8          6          8          10
Vardas7238             Pavarde7238          10          1          8          8          4
Vardas7239             Pavarde7239          10          4          7          6          8
Vardas7240             Pavarde7240          4          7          3          7          3
Vardas7241             Pavarde7241          8          5          3          6          4
Vardas7242             Pavarde7242          9          3          8          5          8
Vardas7243             Pavarde7243          7          8          9          2          6
Vardas7244             Pavarde7244          3          5          5          6          7
Vardas7245             Pavarde7245          5          6          7          7          6
Vardas7246             Pavarde7246          3          8          1          10          6
Vardas7247             Pavarde7247          2          4          8          10          8
Vardas7248             Pavarde7248          4          3          3          1          7
Vardas7249             Pavarde7249          1          8          2          9          3
Vardas7250             Pavarde7250          1          7          10          9          4
Vardas7251             Pavarde7251          2          3          10          1          10
Vardas7252             Pavarde7252          3          7          10          6          5
Vardas7253             Pavarde7253          7          5          4          8          5
Vardas7254             Pavarde7254          8          2          10          9          3
Vardas7255             Pavarde7255          7          9          8          9          2
Vardas7256             Pavarde7256          5          5          3          2          10
Vardas7257             Pavarde7257          10          9          2          10          9
Vardas7258             Pavarde7258          4          2          6          6          3
Vardas7259             Pavarde7259          10          7          7          8          1
Vardas7260             Pavarde7260          7          2          4          6          4
Vardas7261             Pavarde7261          6          4          3          10          9
Vardas7262             Pavarde7262          5          8          8          1          5
Vardas7263             Pavarde7263          10          7          7          10          2
Vardas7264             Pavarde7264          6          9          3          2          6
Vardas7265             Pavarde7265          4          5          4          5          7
Vardas7266             Pavarde7266          5          10          8          8          9
Vardas7267             Pavarde7267          7          9          10          7          10
Vardas7268             Pavarde7268          3          8          2          9          7
Vardas7269             Pavarde7269          4          2          6          9          6
Vardas7270             Pavarde7270          5          6          6          5          5
Vardas7271             Pavarde7271          5          2          1          4          4
Vardas7272             Pavarde7272          1          8          7          5          9
Vardas7273             Pavarde7273          10          3          1          7          9
Vardas7274             Pavarde7274          2          10          7          3          7
Vardas7275             Pavarde7275          9          4          3          7          4
Vardas7276             Pavarde7276          5          10          5          7          1
Vardas7277             Pavarde7277          1          7          3          8          3
Vardas7278             Pavarde7278          1          8          10          8          2
Vardas7279             Pavarde7279          5          5          9          8          4
Vardas7280             Pavarde7280          7          2          1          4          9
Vardas7281             Pavarde7281          2          4          3          8          10
Vardas7282             Pavarde7282          2          3          2          9          6
Vardas7283             Pavarde7283          6          6          5          2          10
Vardas7284             Pavarde7284          6          10          1          6          2
Vardas7285             Pavarde7285          8          1          2          1          7
Vardas7286             Pavarde7286          4          2          2          9          9
Vardas7287             Pavarde7287          1          7          5          9          1
Vardas7288             Pavarde7288          8          4          8          2          9
Vardas7289             Pavarde7289          5          7          7          9          3
Vardas7290             Pavarde7290          5          2          8          8          4
Vardas7291             Pavarde7291          3          3          3          1          9
Vardas7292             Pavarde7292          8          9          1          2          9
Vardas7293             Pavarde7293          2          1          1          5          7
Vardas7294             Pavarde7294          8          2          5          10          1
Vardas7295             Pavarde7295          5          5          3          3          3
Vardas7296             Pavarde7296          5          5          5          10          6
Vardas7297             Pavarde7297          2          8          5          2          9
Vardas7298             Pavarde7298          2          10          2          5          1
Vardas7299             Pavarde7299          3          7          6          3          10
Vardas7300             Pavarde7300          9          1          5          6          4
Vardas7301             Pavarde7301          6          8          10          1          9
Vardas7302             Pavarde7302          7          9          7          10          3
Vardas7303             Pavarde7303          9          4          9          6          6
Vardas7304             Pavarde7304          7          10          3          2          7
Vardas7305             Pavarde7305          1          4          1          8          4
Vardas7306             Pavarde7306          1          10          7          5          7
Vardas7307             Pavarde7307          6          6          5          2          9
Vardas7308             Pavarde7308          9          3          3          1          3
Vardas7309             Pavarde7309          1          4          4          8          5
Vardas7310             Pavarde7310          3          8          4          2          1
Vardas7311             Pavarde7311          10          7          5          6          1
Vardas7312             Pavarde7312          1          1          3          8          3
Vardas7313             Pavarde7313          6          7          2          3          3
Vardas7314             Pavarde7314          6          2          9          3          1
Vardas7315             Pavarde7315          10          2          2          3          3
Vardas7316             Pavarde7316          1          7          6          7          2
Vardas7317             Pavarde7317          2          4          4          7          10
Vardas7318             Pavarde7318          3          9          8          3          2
Vardas7319             Pavarde7319          2          5          8          6          3
Vardas7320             Pavarde7320          7          1          3          6          3
Vardas7321             Pavarde7321          1          8          7          5          8
Vardas7322             Pavarde7322          8          6          9          1          7
Vardas7323             Pavarde7323          9          4          10          6          5
Vardas7324             Pavarde7324          4          7          8          9          4
Vardas7325             Pavarde7325          6          6          10          8          6
Vardas7326             Pavarde7326          5          8          4          7          2
Vardas7327             Pavarde7327          9          8          3          2          1
Vardas7328             Pavarde7328          5          8          5          5          5
Vardas7329             Pavarde7329          8          2          8          6          10
Vardas7330             Pavarde7330          10          7          8          3          5
Vardas7331             Pavarde7331          9          10          1          9          10
Vardas7332             Pavarde7332          6          5          6          4          3
Vardas7333             Pavarde7333          2          2          2          2          9
Vardas7334             Pavarde7334          9          4          8          2          2
Vardas7335             Pavarde7335          5          6          9          9          5
Vardas7336             Pavarde7336          8          6          6          2          1
Vardas7337             Pavarde7337          10          10          2          4          3
Vardas7338             Pavarde7338          8          7          3          2          1
Vardas7339             Pavarde7339          4          6          4          2          7
Vardas7340             Pavarde7340          7          7          3          7          8
Vardas7341             Pavarde7341          10          1          10          6          9
Vardas7342             Pavarde7342          10          7          5          2          2
Vardas7343             Pavarde7343          10          5          9          8          7
Vardas7344             Pavarde7344          8          10          5          5          2
Vardas7345             Pavarde7345          5          6          9          7          1
Vardas7346             Pavarde7346          9          4          2          7          6
Vardas7347             Pavarde7347          3          1          5          5          3
Vardas7348             Pavarde7348          7          3          6          3          2
Vardas7349             Pavarde7349          8          3          2          3          5
Vardas7350             Pavarde7350          9          6          8          6          6
Vardas7351             Pavarde7351          9          7          2          1          6
Vardas7352             Pavarde7352          5          2          3          3          10
Vardas7353             Pavarde7353          10          5          6          10          6
Vardas7354             Pavarde7354          7          8          9          6          10
Vardas7355             Pavarde7355          1          1          7          9          8
Vardas7356             Pavarde7356          4          1          6          5          8
Vardas7357             Pavarde7357          9          2          6          8          5
Vardas7358             Pavarde7358          9          9          1          5          10
Vardas7359             Pavarde7359          9          9          2          8          5
Vardas7360             Pavarde7360          7          3          10          7          5
Vardas7361             Pavarde7361          8          3          6          9          10
Vardas7362             Pavarde7362          1          8          7          6          2
Vardas7363             Pavarde7363          1          8          2          3          4
Vardas7364             Pavarde7364          2          8          10          5          5
Vardas7365             Pavarde7365          10          4          6          2          6
Vardas7366             Pavarde7366          9          10          3          9          10
Vardas7367             Pavarde7367          7          8          8          6          6
Vardas7368             Pavarde7368          2          5          6          9          6
Vardas7369             Pavarde7369          2          9          6          2          1
Vardas7370             Pavarde7370          2          6          2          10          8
Vardas7371             Pavarde7371          6          3          9          5          7
Vardas7372             Pavarde7372          6          3          6          9          9
Vardas7373             Pavarde7373          7          8          1          1          9
Vardas7374             Pavarde7374          9          4          2          2          9
Vardas7375             Pavarde7375          6          4          4          5          6
Vardas7376             Pavarde7376          8          5          6          1          10
Vardas7377             Pavarde7377          7          7          1          5          8
Vardas7378             Pavarde7378          8          4          3          9          5
Vardas7379             Pavarde7379          10          9          1          1          5
Vardas7380             Pavarde7380          8          8          3          10          8
Vardas7381             Pavarde7381          6          4          8          4          1
Vardas7382             Pavarde7382          3          3          1          8          9
Vardas7383             Pavarde7383          1          3          1          10          3
Vardas7384             Pavarde7384          4          2          10          9          3
Vardas7385             Pavarde7385          10          6          8          8          6
Vardas7386             Pavarde7386          8          5          3          9          5
Vardas7387             Pavarde7387          2          5          5          2          2
Vardas7388             Pavarde7388          3          5          6          7          6
Vardas7389             Pavarde7389          6          9          6          8          4
Vardas7390             Pavarde7390          10          8          10          3          1
Vardas7391             Pavarde7391          3          6          5          8          10
Vardas7392             Pavarde7392          2          4          5          2          4
Vardas7393             Pavarde7393          3          1          8          9          7
Vardas7394             Pavarde7394          6          4          6          8          1
Vardas7395             Pavarde7395          2          7          8          8          1
Vardas7396             Pavarde7396          1          4          6          6          7
Vardas7397             Pavarde7397          9          6          4          5          9
Vardas7398             Pavarde7398          9          1          9          1          9
Vardas7399             Pavarde7399          1          6          7          3          3
Vardas7400             Pavarde7400          1          8          1          1          5
Vardas7401             Pavarde7401          4          8          8          1          6
Vardas7402             Pavarde7402          1          5          6          4          6
Vardas7403             Pavarde7403          7          6          9          1          5
Vardas7404             Pavarde7404          1          10          8          10          9
Vardas7405             Pavarde7405          2          10          2          6          5
Vardas7406             Pavarde7406          3          5          9          8          3
Vardas7407             Pavarde7407          7          9          4          2          7
Vardas7408             Pavarde7408          4          10          1          4          10
Vardas7409             Pavarde7409          8          7          6          10          3
Vardas7410             Pavarde7410          5          9          9          5          9
Vardas7411             Pavarde7411          7          8          1          8          2
Vardas7412             Pavarde7412          6          10          4          2          6
Vardas7413             Pavarde7413          8          6          8          2          2
Vardas7414             Pavarde7414          7          10          6          7          1
Vardas7415             Pavarde7415          4          10          6          10          6
Vardas7416             Pavarde7416          5          10          4          7          9
Vardas7417             Pavarde7417          2          3          5          10          5
Vardas7418             Pavarde7418          2          6          9          6          2
Vardas7419             Pavarde7419          9          2          3          6          4
Vardas7420             Pavarde7420          9          5          6          5          6
Vardas7421             Pavarde7421          7          10          2          2          10
Vardas7422             Pavarde7422          2          3          4          2          9
Vardas7423             Pavarde7423          5          8          3          7          7
Vardas7424             Pavarde7424          7          10          2          1          1
Vardas7425             Pavarde7425          2          2          8          7          10
Vardas7426             Pavarde7426          6          1          6          5          6
Vardas7427             Pavarde7427          10          9          9          6          4
Vardas7428             Pavarde7428          8          2          8          3          8
Vardas7429             Pavarde7429          1          4          5          1          2
Vardas7430             Pavarde7430          5          2          9          1          8
Vardas7431             Pavarde7431          10          3          7          4          7
Vardas7432             Pavarde7432          2          1          2          10          2
Vardas7433             Pavarde7433          9          6          6          6          3
Vardas7434             Pavarde7434          1          9          8          8          10
Vardas7435             Pavarde7435          4          7          5          7          1
Vardas7436             Pavarde7436          2          4          10          6          3
Vardas7437             Pavarde7437          2          10          1          2          6
Vardas7438             Pavarde7438          9          1          10          3          6
Vardas7439             Pavarde7439          3          5          9          2          5
Vardas7440             Pavarde7440          8          6          7          1          9
Vardas7441             Pavarde7441          5          8          8          1          3
Vardas7442             Pavarde7442          8          8          4          10          1
Vardas7443             Pavarde7443          6          8          10          8          5
Vardas7444             Pavarde7444          3          3          2          1          6
Vardas7445             Pavarde7445          2          6          10          5          2
Vardas7446             Pavarde7446          4          8          7          1          10
Vardas7447             Pavarde7447          2          4          3          10          8
Vardas7448             Pavarde7448          4          10          3          6          8
Vardas7449             Pavarde7449          2          6          10          1          3
Vardas7450             Pavarde7450          5          3          5          6          4
Vardas7451             Pavarde7451          5          3          6          5          3
Vardas7452             Pavarde7452          5          8          4          3          8
Vardas7453             Pavarde7453          1          1          8          10          2
Vardas7454             Pavarde7454          5          5          8          7          8
Vardas7455             Pavarde7455          9          8          5          1          5
Vardas7456             Pavarde7456          6          9          5          8          4
Vardas7457             Pavarde7457          7          1          1          6          9
Vardas7458             Pavarde7458          6          6          6          1          5
Vardas7459             Pavarde7459          2          1          6          4          1
Vardas7460             Pavarde7460          7          9          1          8          10
Vardas7461             Pavarde7461          2          3          9          9          2
Vardas7462             Pavarde7462          8          1          4          3          2
Vardas7463             Pavarde7463          5          8          6          6          4
Vardas7464             Pavarde7464          1          7          7          8          6
Vardas7465             Pavarde7465          6          1          10          6          6
Vardas7466             Pavarde7466          6          6          5          9          4
Vardas7467             Pavarde7467          9          9          6          7          3
Vardas7468             Pavarde7468          5          9          5          7          10
Vardas7469             Pavarde7469          9          1          9          8          7
Vardas7470             Pavarde7470          8          7          6          10          4
Vardas7471             Pavarde7471          10          2          10          2          7
Vardas7472             Pavarde7472          6          3          6          2          7
Vardas7473             Pavarde7473          1          9          4          6          5
Vardas7474             Pavarde7474          7          6          9          7          9
Vardas7475             Pavarde7475          4          10          1          3          3
Vardas7476             Pavarde7476          3          6          2          8          9
Vardas7477             Pavarde7477          1          2          1          5          4
Vardas7478             Pavarde7478          5          5          8          5          8
Vardas7479             Pavarde7479          9          1          8          4          2
Vardas7480             Pavarde7480          3          8          3          3          10
Vardas7481             Pavarde7481          5          2          8          1          6
Vardas7482             Pavarde7482          9          9          6          7          7
Vardas7483             Pavarde7483          8          6          9          8          8
Vardas7484             Pavarde7484          6          6          1          10          8
Vardas7485             Pavarde7485          4          7          6          9          2
Vardas7486             Pavarde7486          7          3          5          8          7
Vardas7487             Pavarde7487          8          3          2          6          2
Vardas7488             Pavarde7488          5          8          3          6          1
Vardas7489             Pavarde7489          8          6          7          9          2
Vardas7490             Pavarde7490          9          2          8          5          10
Vardas7491             Pavarde7491          7          2          9          3          4
Vardas7492             Pavarde7492          5          6          6          9          5
Vardas7493             Pavarde7493          7          10          8          6          9
Vardas7494             Pavarde7494          9          3          8          9          8
Vardas7495             Pavarde7495          2          1          5          1          7
Vardas7496             Pavarde7496          8          2          10          4          8
Vardas7497             Pavarde7497          4          9          10          8          1
Vardas7498             Pavarde7498          1          8          1          6          6
Vardas7499             Pavarde7499          7          4          3          3          9
Vardas7500             Pavarde7500          7          2          5          7          10
Vardas7501             Pavarde7501          1          4          6          8          4
Vardas7502             Pavarde7502          4          6          7          3          10
Vardas7503             Pavarde7503          4          6          1          3          5
Vardas7504             Pavarde7504          1          7          4          7          10
Vardas7505             Pavarde7505          6          8          3          7          5
Vardas7506             Pavarde7506          1          1          4          1          4
Vardas7507             Pavarde7507          9          4          2          5          4
Vardas7508             Pavarde7508          2          9          9          5          8
Vardas7509             Pavarde7509          8          8          7          7          8
Vardas7510             Pavarde7510          2          4          7          8          10
Vardas7511             Pavarde7511          5          4          4          6          9
Vardas7512             Pavarde7512          5          2          6          9          8
Vardas7513             Pavarde7513          1          4          2          1          8
Vardas7514             Pavarde7514          8          10          1          5          1
Vardas7515             Pavarde7515          9          5          10          4          8
Vardas7516             Pavarde7516          8          9          6          4          3
Vardas7517             Pavarde7517          3          5          8          6          3
Vardas7518             Pavarde7518          3          2          8          10          7
Vardas7519             Pavarde7519          5          1          9          7          8
Vardas7520             Pavarde7520          6          1          2          1          2
Vardas7521             Pavarde7521          4          6          3          7          5
Vardas7522             Pavarde7522          8          2          2          5          10
Vardas7523             Pavarde7523          2          7          5          3          9
Vardas7524             Pavarde7524          1          5          10          2          6
Vardas7525             Pavarde7525          3          9          7          7          10
Vardas7526             Pavarde7526          8          6          4          8          3
Vardas7527             Pavarde7527          6          7          2          1          8
Vardas7528             Pavarde7528          10          8          5          3          6
Vardas7529             Pavarde7529          8          4          4          3          6
Vardas7530             Pavarde7530          9          2          4          9          4
Vardas7531             Pavarde7531          9          8          10          8          8
Vardas7532             Pavarde7532          5          3          9          2          6
Vardas7533             Pavarde7533          6          10          2          9          4
Vardas7534             Pavarde7534          6          2          3          3          4
Vardas7535             Pavarde7535          6          2          5          5          10
Vardas7536             Pavarde7536          6          5          4          7          8
Vardas7537             Pavarde7537          1          6          1          3          1
Vardas7538             Pavarde7538          8          8          5          7          8
Vardas7539             Pavarde7539          3          9          9          1          7
Vardas7540             Pavarde7540          10          8          7          6          6
Vardas7541             Pavarde7541          2          9          6          10          3
Vardas7542             Pavarde7542          9          9          2          7          8
Vardas7543             Pavarde7543          3          7          3          2          4
Vardas7544             Pavarde7544          5          2          10          7          9
Vardas7545             Pavarde7545          3          3          3          9          4
Vardas7546             Pavarde7546          5          1          2          1          4
Vardas7547             Pavarde7547          1          9          3          2          4
Vardas7548             Pavarde7548          3          7          6          5          2
Vardas7549             Pavarde7549          8          9          9          7          4
Vardas7550             Pavarde7550          5          8          6          5          4
Vardas7551             Pavarde7551          8          5          2          10          9
Vardas7552             Pavarde7552          10          7          9          2          8
Vardas7553             Pavarde7553          1          10          3          6          3
Vardas7554             Pavarde7554          6          4          7          5          4
Vardas7555             Pavarde7555          3          3          7          4          5
Vardas7556             Pavarde7556          1          1          4          9          8
Vardas7557             Pavarde7557          1          10          9          3          3
Vardas7558             Pavarde7558          6          3          8          6          5
Vardas7559             Pavarde7559          10          8          4          10          10
Vardas7560             Pavarde7560          4          3          6          9          5
Vardas7561             Pavarde7561          2          3          8          8          5
Vardas7562             Pavarde7562          1          4          7          3          3
Vardas7563             Pavarde7563          9          5          6          7          8
Vardas7564             Pavarde7564          7          2          10          3          6
Vardas7565             Pavarde7565          5          3          9          7          4
Vardas7566             Pavarde7566          1          2          6          10          10
Vardas7567             Pavarde7567          6          8          4          8          1
Vardas7568             Pavarde7568          7          10          4          6          2
Vardas7569             Pavarde7569          10          1          2          4          2
Vardas7570             Pavarde7570          10          6          7          8          1
Vardas7571             Pavarde7571          3          2          7          6          6
Vardas7572             Pavarde7572          4          5          1          10          10
Vardas7573             Pavarde7573          3          4          7          7          10
Vardas7574             Pavarde7574          4          9          9          3          2
Vardas7575             Pavarde7575          8          7          3          2          10
Vardas7576             Pavarde7576          7          3          3          1          1
Vardas7577             Pavarde7577          3          4          10          2          8
Vardas7578             Pavarde7578          7          2          1          5          3
Vardas7579             Pavarde7579          9          1          4          8          6
Vardas7580             Pavarde7580          4          3          3          5          3
Vardas7581             Pavarde7581          9          9          6          5          10
Vardas7582             Pavarde7582          3          10          9          7          10
Vardas7583             Pavarde7583          6          8          1          7          1
Vardas7584             Pavarde7584          8          9          3          6          4
Vardas7585             Pavarde7585          8          5          7          2          2
Vardas7586             Pavarde7586          5          2          7          6          1
Vardas7587             Pavarde7587          5          5          10          9          3
Vardas7588             Pavarde7588          9          1          7          3          6
Vardas7589             Pavarde7589          7          3          4          10          7
Vardas7590             Pavarde7590          8          9          6          8          2
Vardas7591             Pavarde7591          9          6          9          2          6
Vardas7592             Pavarde7592          4          3          8          10          8
Vardas7593             Pavarde7593          7          9          1          3          2
Vardas7594             Pavarde7594          4          3          2          4          8
Vardas7595             Pavarde7595          4          10          6          9          1
Vardas7596             Pavarde7596          8          6          7          7          6
Vardas7597             Pavarde7597          7          3          5          9          10
Vardas7598             Pavarde7598          5          6          9          8          1
Vardas7599             Pavarde7599          4          7          7          3          7
Vardas7600             Pavarde7600          2          10          3          3          6
Vardas7601             Pavarde7601          2          7          1          6          5
Vardas7602             Pavarde7602          7          2          4          1          1
Vardas7603             Pavarde7603          2          8          1          5          10
Vardas7604             Pavarde7604          6          5          6          5          5
Vardas7605             Pavarde7605          5          10          3          9          10
Vardas7606             Pavarde7606          10          4          5          8          9
Vardas7607             Pavarde7607          10          10          7          2          7
Vardas7608             Pavarde7608          7          1          10          1          3
Vardas7609             Pavarde7609          9          7          3          8          9
Vardas7610             Pavarde7610          9          4          3          5          2
Vardas7611             Pavarde7611          7          1          10          10          7
Vardas7612             Pavarde7612          4          4          9          4          9
Vardas7613             Pavarde7613          5          3          6          7          1
Vardas7614             Pavarde7614          2          6          6          10          7
Vardas7615             Pavarde7615          1          1          6          4          5
Vardas7616             Pavarde7616          2          7          1          8          2
Vardas7617             Pavarde7617          3          4          7          2          10
Vardas7618             Pavarde7618          2          10          5          7          3
Vardas7619             Pavarde7619          9          10          9          4          9
Vardas7620             Pavarde7620          8          8          8          5          9
Vardas7621             Pavarde7621          6          6          4          7          7
Vardas7622             Pavarde7622          2          1          7          3          2
Vardas7623             Pavarde7623          3          3          4          5          5
Vardas7624             Pavarde7624          1          2          10          10          9
Vardas7625             Pavarde7625          5          7          5          5          9
Vardas7626             Pavarde7626          3          10          8          4          8
Vardas7627             Pavarde7627          9          1          3          6          8
Vardas7628             Pavarde7628          9          5          5          4          9
Vardas7629             Pavarde7629          4          8          10          7          5
Vardas7630             Pavarde7630          7          1          10          3          5
Vardas7631             Pavarde7631          1          9          1          2          3
Vardas7632             Pavarde7632          4          5          10          6          10
Vardas7633             Pavarde7633          1          7          1          9          10
Vardas7634             Pavarde7634          4          3          1          2          9
Vardas7635             Pavarde7635          3          5          2          1          6
Vardas7636             Pavarde7636          7          1          2          7          1
Vardas7637             Pavarde7637          8          7          8          2          8
Vardas7638             Pavarde7638          2          6          6          6          2
Vardas7639             Pavarde7639          8          2          7          5          5
Vardas7640             Pavarde7640          2          6          9          1          10
Vardas7641             Pavarde7641          2          10          7          7          2
Vardas7642             Pavarde7642          5          3          10          10          9
Vardas7643             Pavarde7643          4          7          2          1          4
Vardas7644             Pavarde7644          6          3          7          7          9
Vardas7645             Pavarde7645          6          5          7          6          6
Vardas7646             Pavarde7646          10          3          8          2          4
Vardas7647             Pavarde7647          2          1          9          7          5
Vardas7648             Pavarde7648          7          10          10          5          8
Vardas7649             Pavarde7649          5          9          4          2          5
Vardas7650             Pavarde7650          9          2          4          7          3
Vardas7651             Pavarde7651          3          6          1          9          5
Vardas7652             Pavarde7652          2          4          8          3          7
Vardas7653             Pavarde7653          7          6          5          2          6
Vardas7654             Pavarde7654          9          4          1          4          9
Vardas7655             Pavarde7655          5          2          9          1          5
Vardas7656             Pavarde7656          10          5          1          4          1
Vardas7657             Pavarde7657          9          2          8          10          7
Vardas7658             Pavarde7658          7          9          6          1          3
Vardas7659             Pavarde7659          2          3          8          8          2
Vardas7660             Pavarde7660          1          4          4          4          7
Vardas7661             Pavarde7661          9          7          5          4          8
Vardas7662             Pavarde7662          9          1          8          2          4
Vardas7663             Pavarde7663          8          5          2          5          4
Vardas7664             Pavarde7664          2          7          2          2          1
Vardas7665             Pavarde7665          4          7          3          1          3
Vardas7666             Pavarde7666          7          1          5          2          3
Vardas7667             Pavarde7667          1          5          4          1          4
Vardas7668             Pavarde7668          10          3          6          9          3
Vardas7669             Pavarde7669          1          6          1          2          5
Vardas7670             Pavarde7670          6          6          1          5          8
Vardas7671             Pavarde7671          4          8          7          7          5
Vardas7672             Pavarde7672          8          7          9          10          1
Vardas7673             Pavarde7673          1          4          1          8          4
Vardas7674             Pavarde7674          4          7          2          2          8
Vardas7675             Pavarde7675          4          10          9          2          9
